X,Y,name,midas
-70.7627557906,43.4042056073,Picture Pond-3856-Sanford,"3856"
-67.8058879155,46.9771941587,Pierce Lake-1850-Caswell,"1850"
-68.7224297043,44.4835445267,Pierce Pond-4660-Penobscot,"4660"
-70.0739196059,45.2649831973,Pierce Pond-86-Pierce Pond Twp,"0086"
-69.181974087,46.3344120799,Pillsbury Pond-2786-T8 R11 WELS,"2786"
-67.2262296061,45.1141486915,Pine Lake-1422-Calais,"1422"
-69.6559108554,46.2745485345,Pine Pond-2990-T7 R15 WELS,"2990"
-69.4338678877,45.958189937,Pine Stream Flowage-2906-T4 R13 WELS,"2906"
-70.2532093125,43.9022477538,Pineland Pond-3713-New Gloucester,"3713"
-67.9381336027,44.7185887785,Pineo Pond-3-Deblois,"0003"
-68.583714642,46.609274712,Pingree Pond-9153-T11 R7 WELS,"9153"
-69.4521210452,45.1097428193,Pingree Pond-9598-Parkman,"9598"
-70.9418208352,43.6146357517,Pinkham Pond-3896-Newfield,"3896"
-69.6645631087,44.1086707169,Pinkham Pond-5402-Alna,"5402"
-70.172424673,44.9657090487,Pinnacle Pond-30-Kingfield,"0030"
-70.8265296367,43.8051518738,Pipe Dream Pond-2191-Cornish,"2191"
-69.5227204972,45.2040180844,Piper Pond-298-Abbot,"0298"
-69.032320167,44.3328958037,Pitcher Pond-4848-Northport,"4848"
-69.0093912407,45.8235217365,Pitman Pond-598-T2 R10 WELS,"0598"
-70.9697072666,43.8010257567,Plain Pond-3166-Porter,"3166"
-70.2949965435,43.6003464773,Pleasant Hill Pond-6436-Scarborough,"6436"
-67.921972544,45.3537523981,Pleasant Lake-1100-T6 R1 NBPP,"1100"
-67.4842509124,45.0645009669,Pleasant Lake-159-Alexander,"0159"
-68.1625614142,46.0250012023,Pleasant Lake-1728-T4 R3 WELS,"1728"
-69.1070624739,44.8848481531,Pleasant Lake-2270-Stetson,"2270"
-70.5224935893,44.0372954119,Pleasant Lake-3446-Otisfield,"3446"
-68.4664799643,46.1608864361,Pleasant Lake-3670-T6 R6 WELS,"3670"
-68.9805506822,45.1507629889,Pleasant Pond-2160-Orneville Twp,"2160"
-69.9209062969,45.2536831,Pleasant Pond-224-Caratunk,"0224"
-70.8880256915,44.0062869802,Pleasant Pond-3252-Denmark,"3252"
-70.472241564,44.3692069819,Pleasant Pond-3612-Sumner,"3612"
-70.2254754627,44.3189267212,Pleasant Pond-3822-Turner,"3822"
-69.8553385143,44.1688166272,Pleasant Pond-5254-Litchfield,"5254"
-67.9782305769,44.8494979956,Pleasant River Lake-1210-Beddington,"1210"
-69.2264495808,46.4704517473,Pleasant Stream Ddwtr-6318-T9 R12 WELS,"6318"
-68.132419934,46.8153763321,Plissey Lake-1790-Washburn,"1790"
-68.3677826975,45.7850095274,Plunkett Pond-3056-Benedicta Twp,"3056"
-69.2036922589,44.7573655102,Plymouth Pond-2276-Plymouth,"2276"
-69.186201816,44.7563300279,Plymouth Pond-2276-Plymouth,"2276"
-70.0608159219,44.3630146275,Pocasset Lake-3824-Wayne,"3824"
-68.9402503993,45.800384615,Pockwockamus Deadwater-9688-T2 R9 WELS,"9688"
-68.8815283896,45.799433263,Pockwockamus Pond-245-T2 R9 WELS,"0245"
-67.5508326504,45.1404739815,Pocomoonshine Lake-1290-Princeton,"1290"
-67.9094094202,45.1937839521,Pocumcus Lake-1110-T6 ND BPP,"1110"
-70.4163711202,44.60090892,Podunk Pond-3684-Carthage,"3684"
-68.8923626477,46.0326881504,Pogy Pond-4206-T4 R9 WELS,"4206"
-70.5659538537,45.2614809897,Poison Pond-25-Jim Pond Twp,"0025"
-69.5972922056,46.2676125532,Poland Pond-2994-T7 R14 WELS,"2994"
-69.0782699682,45.9093047431,Polly Pond-692-T3 R11 WELS,"0692"
-69.7030381403,46.7520132785,Polly Pond-9245-T13 R15 WELS,"9245"
-69.1933935164,45.7589020325,Pollywog Pond-576-T1 R11 WELS,"0576"
-70.7645967255,43.3993181862,Pond-in-the-River-3860-Sanford,"3860"
-68.7048091424,45.2982147498,Pond Farm Pond-9863-Howland,"9863"
-70.9292653368,44.7626983363,Pond in the River-3328-Township C,"3328"
-67.7519257054,45.2324745061,Pond Lake-7447-Grand Lake Stream Plt,"7447"
-69.9896847327,45.2912147101,Pooler Ponds-4106-The Forks Plt,"4106"
-67.9062012098,45.2995817589,Pork Barrel Lake-1102-T6 R1 NBPP,"1102"
-68.5072121002,46.7758216054,Portage Lake-1602-Portage Lake,"1602"
-70.1503987806,44.8116906418,Porter Lake-12-Strong,"0012"
-68.2199678016,45.1607345832,Porter Pond-4760-T3 ND BPP,"4760"
-70.3616043232,45.3858529987,Porter Pond-6938-T5 R6 BKP WKR,"6938"
-67.8249610575,46.4009993299,Portland Lake-1008-Bridgewater,"1008"
-67.6940379354,45.0181680146,Possum Lake-1310-T26 ED BPP,"1310"
-69.6424787792,45.0769919988,Potter Bog Pond-251-Brighton Plt,"0251"
-68.5517586812,45.9662927317,Potter Pond-2300-Patten,"2300"
-69.3876112167,45.2716646123,Poverty Pond-856-Willimantic,"0856"
-70.8298152855,43.6263617761,Poverty Pond (Big)-157-Newfield,"0157"
-69.6186435644,45.3979195875,Power Trout Pond-341-Moosehead Junction Twp,"0341"
-68.1025686691,46.816505994,Pratt Lake-1792-Washburn,"1792"
-68.88860029,46.6397782404,Pratt Lake-1972-T11 R9 WELS,"1972"
-70.1070485539,43.8382601595,Pratts Pond-8865-Freeport,"8865"
-69.6915273037,45.0274699566,Prentiss Pond-250-Brighton Plt,"0250"
-69.1521305268,45.7295667183,Prentiss Pond-562-T1 R11 WELS,"0562"
-69.8956833034,45.3698721115,Prescott Pond-4058-Moxie Gore,"4058"
-69.3983329062,44.439063136,Prescott Pond-5746-Palermo,"5746"
-69.4885515783,45.3800373173,Prescott Pond-898-Elliottsville Twp,"0898"
-69.9175296782,46.7285420219,Presley Lake-1870-T12 R17 WELS,"1870"
-68.09139236,46.407788342,Presque Isle Lake-1758-T9 R3 WELS,"1758"
-67.9026606855,44.8276181114,Pretty Pond-1214-T24 MD BPP,"1214"
-69.1211387563,46.3215549104,Pretty Pond-2802-T8 R11 WELS,"2802"
-70.5163727393,45.4449270413,Prick Pond-27-Skinner Twp,"0027"
-69.3879961185,46.5422106025,Priestly Lake-1906-T10 R13 WELS,"1906"
-70.7961135539,44.2435926559,Proctor Pond-3210-Albany Twp,"3210"
-69.527521416,45.5353776477,Prong Pond-9791-Beaver Cove,"9791"
-70.3184333559,43.5592692382,Prouts Pond-5643-Scarborough,"5643"
-70.9794359782,43.6880910466,Province Lake-9887-Parsonsfield,"9887"
-69.2002667464,45.333751544,Pudding Pond-932-Bowerbank,"0932"
-69.2636637958,45.0159990021,Puffers Pond-744-Dexter,"0744"
-67.5785267169,44.8614168729,Pug Heath Pond-7473-Northfield,"7473"
-68.0561006403,45.2970725799,Pug Hole-Sysladobsis L-4730-Lakeville,"4730"
-68.3050008055,44.9134084032,Pug Hole Pond-6072-Great Pond,"6072"
-67.5859253107,44.8264935233,Pug Lake-1256-Northfield,"1256"
-67.5412123942,45.1081218827,Pug Lake-1296-Alexander,"1296"
-67.954784888,45.2772662769,Pug Lake (W Grand L)-1150-Pukakon Twp,"1150"
-68.7785813652,45.0372800666,Pug Pond-2154-Alton,"2154"
-68.8986641213,44.7889389689,Pug Pond-2280-Hermon,"2280"
-68.3996650495,44.8476525082,Pug Pond-4574-Amherst,"4574"
-68.0673113726,45.0407993922,Pughole Pond-4786-T41 MD BPP,"4786"
-69.2866586952,45.4815003983,Pugwash Pond-798-Bowdoin College Grant East Twp,"0798"
-70.3549537897,44.0347059169,Pumphouse Pond-8951-Poland,"8951"
-69.5928320558,45.2257607944,Punchbowl Pond-294-Blanchard Twp,"0294"
-68.7993219414,44.9363145957,Pushaw Lake-80-Old Town,"0080"
-68.8415804798,46.960929543,Pushineer Pond-1514-T15 R9 WELS,"1514"
-69.1372326124,45.8393626263,Pym Pond #1-630-Rainbow Twp,"0630"
-69.1392574216,45.8402211092,Pym Pond #2-631-Rainbow Twp,"0631"
-70.6689388589,43.8159301071,Quaker Brook Dwtr-8919-Baldwin,"8919"
-68.7506359636,45.6357134857,Quakish Lake-2116-T3 Indian Purchase Twp,"2116"
-69.1761345813,44.3940208984,Quantabacook Lake-4832-Searsmont,"4832"
-68.2357035343,44.5558915197,Quarry Pond-4389-Franklin,"4389"
-68.8367985084,44.0576360676,Quarry Pond-5549-Vinalhaven,"5549"
-69.8302065779,44.3088906866,Quarry Pond-8163-Hallowell,"8163"
-68.2323083344,44.5450434807,Quarry Pond-8421-Sullivan,"8421"
-70.2661405696,43.7025380402,Quarry Pond-8889-Falmouth,"8889"
-70.5346523258,45.0285778449,Quill Pond-2386-Dallas Plt,"2386"
-70.7419594666,44.9887872583,Quimby Pond-3526-Rangeley,"3526"
-70.9090588161,43.9711153311,Quint's Bog-6712-Brownfield,"6712"
-69.5018887201,45.3561502622,Rabbit Pond-366-Elliottsville Twp,"0366"
-69.1177996549,45.6842227771,Rabbit Pond-552-T1 R11 WELS,"0552"
-70.313866767,45.7157977497,Rache Pond-9741-Dennistown Plt,"9741"
-70.1218155695,44.4425061309,Rack Pond-5670-Livermore Falls,"5670"
-69.3725881152,45.8173745241,Ragged Lake-2936-T2 R13 WELS,"2936"
-69.039789509,46.4600673985,Ragged Pond-2746-T9 R10 WELS,"2746"
-69.1673197721,45.813492139,Rainbow Deadwaters-9698-Rainbow Twp,"9698"
-69.1146029506,45.8268610191,Rainbow Lake-614-Rainbow Twp,"0614"
-68.0989829203,44.6036655492,Rainbow Pond-4436-T10 SD BPP,"4436"
-70.3064706028,45.6617165521,Rancourt Pond-2632-Dennistown Plt,"2632"
-67.1871238741,45.0875498401,Rand Lake-1432-Robbinston,"1432"
-67.920930501,46.6621552827,Rand Pond-1846-Easton,"1846"
-70.8754680138,43.709843106,Randall Lake-3887-Parsonsfield,"3887"
-70.7770695263,44.9616917609,Rangeley Fish Game Pd-3306-Rangeley,"3306"
-70.6990443013,44.9456043281,Rangeley Lake-3300-Rangeley,"3300"
-70.4274060109,43.9689509715,Raymond Pond-3690-Raymond,"3690"
-68.0343382917,46.8585902515,Raymond Pond-9589-Caribou,"9589"
-69.2782825672,45.3971376564,Rays Mill Pond-808-T7 R9 NWP,"0808"
-68.2361916969,46.1798615089,Read Lake-1716-Merrill,"1716"
-70.4218677824,44.9840850702,Redington Pond-2318-Redington Twp,"2318"
-70.2435265287,45.0627758599,Redington Pond-36-Carrabassett Valley,"0036"
-70.2042964586,45.3651464742,Redmond Pond-136-Lower Enchanted Twp,"0136"
-69.0509261288,46.3438955255,Reed Deadwater-2848-T8 R10 WELS,"2848"
-70.5032622735,45.1550255403,Reed Pond-2356-Eustis,"2356"
-68.2158849413,45.6670475151,Reed Pond-3088-Macwahoc Plt,"3088"
-69.6434664855,44.5833735715,Reservoir-4813-Fairfield,"4813"
-70.1515998002,44.6780193735,Reservoir-5199-Farmington,"5199"
-70.507406968,43.4886326538,Reservoir-6961-Biddeford,"6961"
-70.1813617691,44.1151853969,Reservoir-8971-Lewiston,"8971"
-70.5791997435,43.8004860599,Rich Millpond-3445-Standish,"3445"
-70.5731394252,43.7924871897,Rich Millpond-3445-Standish,"3445"
-70.2298267107,43.5649089787,Richards Pond-8901-Cape Elizabeth,"8901"
-70.8703828141,44.8245677166,Richardson Lakes-3308-Richardsontown Twp,"3308"
-67.8714112516,46.3303755605,Rideout Lake-1014-Monticello,"1014"
-69.2918423413,47.2960630833,Rideout Pond-1474-T19 R12 WELS,"1474"
-68.2563742127,44.950363222,Rift Pond-477-Great Pond,"0477"
-68.4375242421,44.7206682933,Rile Pond-4362-Otis,"4362"
-69.3755147991,45.0040660157,Ripley Pond-746-Ripley,"0746"
-69.2602410445,45.98833491,Ripogenus Pond-2910-T4 R12 WELS,"2910"
-68.3526860648,44.353841331,Ripple Pond-4616-Mount Desert,"4616"
-67.7905524535,46.3881645838,Ritter Lake-521-Bridgewater,"0521"
-68.928997529,45.804142672,River Pond-2092-T2 R9 WELS,"2092"
-69.2278213819,45.3939132253,Roaring Brook Pond-918-T7 R9 NWP,"0918"
-67.2251122254,44.782116696,Roaring lake-1412-Whiting,"1412"
-68.7520649383,45.9767048011,Robar Pond-2014-T4 R8 WELS,"2014"
-69.1669550024,46.723816812,Robbins Brook Pond-9794-T12 R11 WELS,"9794"
-70.6530087512,43.5389135385,Roberts Pond-5034-Lyman,"5034"
-70.2692645004,46.0590943439,Roberts Pond-5164-T5 R20 WELS,"5164"
-69.4000132954,45.1975245688,Robinson Bog-772-Guilford,"0772"
-69.9006846521,45.1912568782,Robinson Pond-220-Caratunk,"0220"
-69.9580481431,46.0295506839,Robinson Pond-2436-T4 R17 WELS,"2436"
-70.125104142,44.5609313036,Robinson Pond-29-Chesterville,"0029"
-67.8407274186,46.4791559239,Robinson Pond-6298-Blaine,"6298"
-68.2908822361,46.0341227221,Rock Crusher Pond-8514-Island Falls,"8514"
-70.753652628,45.2968331511,Rock Pond-3340-Chain of Ponds Twp,"3340"
-70.5379108647,44.9362032297,Rock Pond-3542-Sandy River Plt,"3542"
-68.3888746343,46.1909248644,Rock Pond-3634-Moro Plt,"3634"
-70.3902718893,45.460146424,Rock Pond-5108-T5 R6 BKP WKR,"5108"
-70.690481848,43.6103059157,Rock Pond-6827-Waterboro,"6827"
-68.3782860276,46.1822616407,Rockabema Lake-3636-Moro Plt,"3636"
-68.7627126784,45.5097905874,Rocky Bog-2008-Cedar Lake Twp,"2008"
-67.7588414937,44.8487257786,Rocky Lake-1182-T25 MD BPP,"1182"
-67.4585397949,44.8695443091,Rocky Lake-1348-Berry Twp,"1348"
-67.2637333721,44.7937940122,Rocky Lake-1368-Whiting,"1368"
-68.7715987776,45.919334501,Rocky Pond-2018-T3 R8 WELS,"2018"
-68.9079291226,45.8361135858,Rocky Pond-2094-T2 R9 WELS,"2094"
-68.597835494,44.5881424764,Rocky Pond-4330-Orland,"4330"
-68.4941508984,44.6798082224,Rocky Pond-4358-Otis,"4358"
-68.1421421603,44.8001325256,Rocky Pond-4476-T22 MD BPP,"4476"
-69.1293366327,44.1768609833,Rocky Pond-4816-Rockport,"4816"
-69.1264015357,45.8603252421,Rocky Pond-676-T3 R11 WELS,"0676"
-69.0561157173,45.9011323877,Rocky Pond-708-T3 R10 WELS,"0708"
-69.9273571158,45.6542405076,Roderique Pond-317-Rockwood Strip T2 R1 NBKP,"0317"
-67.2020971275,45.0873770738,Rogue Lake-1430-Robbinston,"1430"
-70.6300563264,45.0139926421,Roland Pond-31-Dallas Plt,"0031"
-67.8576778143,45.1841358652,Rolfe Brook Pond-1114-T6 ND BPP,"1114"
-69.0319107316,45.0516175125,Rollins Mill Pond-9622-Charleston,"9622"
-67.8758087106,46.2772366195,Ross Lake-1020-Littleton,"1020"
-69.6186747348,46.4981900041,Ross Lake-1888-T10 R15 WELS,"1888"
-70.6710710767,44.9788876164,Ross Pond-3530-Rangeley,"3530"
-69.4936826704,43.9220613699,Ross Pond-4858-Bristol,"4858"
-69.5170493521,45.0405471802,Round Bog-312-Wellington,"0312"
-67.5170510836,44.9093374806,Round Lake-1240-T19 ED BPP,"1240"
-68.7886785437,46.6021139929,Round Mountain Pond-1966-T11 R8 WELS,"1966"
-70.6455653062,45.2662359282,Round Mountain Pond-5058-Alder Stream Twp,"5058"
-69.2674523653,46.7657241492,Round Pond-1470-T13 R12 WELS,"1470"
-68.741166365,46.8544067388,Round Pond-1594-T14 R8 WELS,"1594"
-67.2677760001,45.0200090029,Round Pond-171-Charlotte,"0171"
-68.9068661241,45.8395862649,Round Pond-2096-T2 R9 WELS,"2096"
-68.580031219,45.7694245598,Round Pond-2312-Soldiertown Twp T2 R7 WELS,"2312"
-68.2302152697,45.3360017111,Round Pond-235-Lee,"0235"
-69.6085268188,44.7643353321,Round Pond-2616-Skowhegan,"2616"
-70.493109122,45.5112207865,Round Pond-2670-Appleton Twp,"2670"
-69.196293134,46.1628297416,Round Pond-2710-T6 R11 WELS,"2710"
-69.3506702285,46.405219148,Round Pond-2858-T9 R13 WELS,"2858"
-69.454811184,45.8973191537,Round Pond-2914-Lobster Twp,"2914"
-70.6141499813,44.2109664254,Round Pond-3428-Norway,"3428"
-70.718023847,44.9980915392,Round Pond-3524-Rangeley,"3524"
-70.672010146,44.8337242275,Round Pond-3584-Township E,"3584"
-70.2425600247,44.1932527144,Round Pond-3800-Turner,"3800"
-70.2188831683,44.4326436271,Round Pond-3818-Livermore,"3818"
-70.7584475944,43.4017488606,Round Pond-3858-Sanford,"3858"
-70.8820546807,43.6171601517,Round Pond-3900-Newfield,"3900"
-70.7174832545,43.462980871,Round Pond-3978-Alfred,"3978"
-69.559727836,46.242751833,Round Pond-4004-T7 R14 WELS,"4004"
-69.7596009714,45.414316646,Round Pond-4076-Squaretown Twp,"4076"
-69.9448590718,45.46810707,Round Pond-4092-Chase Stream Twp,"4092"
-69.7717105901,45.5830323427,Round Pond-4100-Sapling Twp,"4100"
-68.8212382476,46.3025275204,Round Pond-4158-T7 R9 WELS,"4158"
-68.8309994385,46.1370597289,Round Pond-4234-Trout Brook Twp,"4234"
-68.3778552441,44.3536276102,Round Pond-4620-Mount Desert,"4620"
-68.7210077068,44.335875884,Round Pond-4636-Brooksville,"4636"
-69.1425871928,45.5998322922,Round Pond-490-TA R11 WELS,"0490"
-70.1213620371,44.4387309425,Round Pond-499-Livermore Falls,"0499"
-70.5889734762,43.5155080834,Round Pond-5038-Lyman,"5038"
-70.7046547113,45.3564484402,Round Pond-5064-Chain of Ponds Twp,"5064"
-70.0886013822,44.5241646073,Round Pond-5212-Chesterville,"5212"
-69.9287332037,44.5592814577,Round Pond-5340-Rome,"5340"
-69.2227726019,44.7413045417,Round Pond-5500-Plymouth,"5500"
-68.8513475815,44.0831822118,Round Pond-5508-Vinalhaven,"5508"
-70.9574924611,43.996356557,Round Pond-5576-Fryeburg,"5576"
-70.7217095085,43.2300366587,Round Pond-5586-South Berwick,"5586"
-68.0121144259,44.5891989592,Round Pond-563-Steuben,"0563"
-69.292300292,44.2036750609,Round Pond-5684-Union,"5684"
-70.8615944716,43.8997956815,Round Pond-6697-Brownfield,"6697"
-70.8164562036,44.2993075944,Round Pond-6755-Albany Twp,"6755"
-70.7957100221,43.5997332073,Round Pond-6823-Waterboro,"6823"
-70.0882305977,44.1159164941,Round Pond-8935-Sabattus,"8935"
-70.6932186251,44.3953960158,Round Pond-9683-Greenwood,"9683"
-68.810551709,46.623980146,Rowe Lake-1964-T11 R8 WELS,"1964"
-69.9914847587,45.1243239022,Rowe Pond-202-Pleasant Ridge Plt,"0202"
-69.6359375956,46.2369895081,Rowe Pond-4002-T7 R15 WELS,"4002"
-69.7335193532,44.8253412992,Rowell Bog-2606-Madison,"2606"
-69.7587832927,44.9570771024,Rowell Pond-68-Solon,"0068"
-69.1191242811,45.6451553397,Rubberneck Pond-9676-TA R11 WELS,"9676"
-69.2270662412,44.4100911844,Ruffingham Meadow-4833-Searsmont,"4833"
-68.8928713869,45.8399681516,Rum Pond-2098-T2 R9 WELS,"2098"
-69.4873605015,45.4643167502,Rum Pond-780-Greenville,"0780"
-71.0159232966,45.2099943603,Rump Pond-3112-Parmachenee Twp,"3112"
-70.178587328,43.955389536,Runaround Pond-3786-Durham,"3786"
-68.4351765512,45.8094566145,Rush Pond-3062-Herseytown Twp,"3062"
-70.4289142821,45.2944247072,Rush Pond-5130-King & Bartlett Twp,"5130"
-68.9068469889,45.9959089089,Russell Pond-2022-T4 R9 WELS,"2022"
-69.822358802,46.0850776837,Russell Pond-2424-Russell Pond Twp,"2424"
-67.380559736,45.1029135963,Ryan Lake-7519-Baileyville,"7519"
-69.4199465615,44.4066109842,Saban Pond-5744-Palermo,"5744"
-70.0964151196,44.1696756236,Sabattus Pond-3796-Greene,"3796"
-70.1026341716,44.1442997246,Sabattus Pond-3796-Greene,"3796"
-70.6581828319,44.8391118369,Sabbath Day Pond-3578-Township E,"3578"
-70.3542643237,43.9780003425,Sabbathday Lake-3700-New Gloucester,"3700"
-70.87278034,43.4613998033,Sacapee Pond-3882-Lebanon,"3882"
-68.8716900631,46.223456566,Saddle Pond-4240-T7 R9 WELS,"4240"
-70.5606460082,44.9702935314,Saddleback Lake-3536-Dallas Plt,"3536"
-70.4989896234,44.9134120926,Saddleback Pond-3550-Sandy River Plt,"3550"
-69.1592696703,45.4923269479,Saddleback Pond-9662-TB R11 WELS,"9662"
-67.856729649,46.5876786615,Safford Pond-1834-Mars Hill,"1834"
-70.1100442639,44.9996547014,Safford Pond-6-Lexington Twp,"0006"
-69.0555445308,46.7818187978,Sag Pond-1484-T13 R10 WELS,"1484"
-68.7071862234,47.1839528373,Saint Almond Pond-1620-Saint John Plt,"1620"
-68.1942966718,46.2969077725,Saint Croix Lake-1774-Saint Croix Twp,"1774"
-69.7523406528,46.3196937886,Saint Francis Lake-2398-T8 R16 WELS,"2398"
-68.2425310248,46.9000514904,Salmon Brook Lake-1784-Perham,"1784"
-67.8590144218,44.9201250572,Salmon Pond-1158-T30 MD BPP,"1158"
-69.462659635,45.9413201682,Salmon Pond-2900-T4 R13 WELS,"2900"
-69.5064889038,45.4425277058,Salmon Pond-346-Greenville,"0346"
-68.084909334,44.6328979516,Salmon Pond-4422-T10 SD BPP,"4422"
-69.7796484661,44.5275372586,Salmon Pond-5352-Oakland,"5352"
-68.4865502451,45.7261577726,Salmon Stream Lake-3046-T1 R6 WELS,"3046"
-69.3263675084,45.2219025751,Salmon Stream Pond-768-Guilford,"0768"
-68.8563730106,44.161511202,Salt Pond-5506-North Haven,"5506"
-69.2888442456,44.0094880984,Salt Pond-5721-Friendship,"5721"
-67.7507839572,44.910426164,Sam Hill Lake-1156-Day Block Twp,"1156"
-70.519735425,43.420064766,Sam Leach pond-3991-Arundel,"3991"
-69.3169541596,45.4127916339,Sampson Pond-812-T7 R9 NWP,"0812"
-70.69935546,44.1064730908,Sams Mill Pond-8915-Bridgton,"8915"
-69.1429388005,44.4808200167,Sanborn Pond-4870-Brooks,"4870"
-70.7379313157,43.810816922,Sanborn Pond-8917-Baldwin,"8917"
-68.9660760287,45.5561657462,Sanborn Pond-974-TB R10 WELS,"0974"
-70.7666588827,43.9543329841,Sand Pond-3130-Denmark,"3130"
-70.6815504531,43.8194439322,Sand Pond-3394-Baldwin,"3394"
-70.6109829964,44.2009650109,Sand Pond-3432-Norway,"3432"
-70.75055765,43.3952870925,Sand Pond-3862-Sanford,"3862"
-70.653380696,43.6917316199,Sand Pond-5012-Limington,"5012"
-70.1184270255,44.5691125752,Sand Pond-5204-Chesterville,"5204"
-69.9697590009,44.1809485919,Sand Pond-5238-Monmouth,"5238"
-70.261030348,44.2222847081,Sandy Bottom Pond-3746-Turner,"3746"
-69.3043709914,44.5168902659,Sandy Pond-5174-Freedom,"5174"
-69.9195659037,44.9086620759,Sandy Pond-76-Embden,"0076"
-68.8571472726,45.9264830713,Sandy Stream Pond-2040-Mount Katahdin Twp,"2040"
-70.5907604268,45.5509440814,Sapet Pond-5078-Lowelltown Twp,"5078"
-68.3813853106,45.1745517632,Saponac Pond-4722-Grand Falls Twp,"4722"
-68.2695772287,44.3345217541,Sargent Pond-8473-Mount Desert,"8473"
-70.5626754284,44.1082354997,Saturday Pond-3440-Otisfield,"3440"
-70.9973315343,45.1304901221,Saturday Pond-7722-Lynchtown Twp,"7722"
-68.6429314834,44.683817644,Saulter Pond-4311-Dedham,"4311"
-69.5350600761,44.31869003,Savade Pond-5442-Windsor,"5442"
-68.6775324755,46.1715310194,Sawtelle Deadwater-2174-T6 R7 WELS,"2174"
-68.6981292626,46.2839324021,Sawtelle Pond-3008-T7 R8 WELS,"3008"
-67.9360442021,46.0573646972,Sawyer Pond-1040-Linneus,"1040"
-69.5551055811,45.4772375371,Sawyer Pond-386-Greenville,"0386"
-69.6542679933,43.8314039221,Sawyers Pond-7891-Southport,"7891"
-68.2378843061,44.6732971448,Scammon Pond-4446-Eastbrook,"4446"
-68.1568825366,44.5609136112,Schoodic Bog-4400-Sullivan,"4400"
-68.6729466559,45.7151310085,Schoodic Deadwater-2114-Grindstone Twp,"2114"
-67.8903494125,44.696660056,Schoodic Lake-1230-Columbia,"1230"
-68.9219156521,45.3707656872,Schoodic Lake-956-Lake View Plt,"0956"
-70.2636589415,44.7739739641,Schoolhouse Pond-413-Avon,"0413"
-70.1148913069,44.4335859558,Schoolhouse Pond-5674-Livermore Falls,"5674"
-70.6767877677,43.1773156433,Scituate Pond-5596-York,"5596"
-68.0759406166,46.3412365804,Scott Pond-1762-T8 R3 WELS,"1762"
-68.7548367633,46.2387853509,Scraggly Lake-4264-T7 R8 WELS,"4264"
-67.9571309403,45.3275575913,Scraggly Lake-9649-T6 R1 NBPP,"9649"
-69.8502485152,45.4014648508,Scribner Bog-4072-Squaretown Twp,"4072"
-68.8567675054,45.3563129714,Scutaze Strm Deadwater-9586-Lake View Plt,"9586"
-68.3970278216,44.3022218458,Seal Cove Pond-4630-Tremont,"4630"
-70.1870206275,45.9696995398,Sears Pond-9766-Dole Brook Twp,"9766"
-67.6232396109,44.9067449333,Seavey Lake-1248-Wesley,"1248"
-67.5176759774,44.7971505813,Seavey Lake-1270-Marshfield,"1270"
-68.3007808985,44.2427099003,Seawall Pond-2901-Southwest Harbor,"2901"
-70.6219165681,43.9376633092,Sebago Lake-5786-Naples,"5786"
-70.5720916363,43.8644802508,Sebago Lake-5786-Sebago,"5786"
-70.5449183707,43.771303598,Sebago Lake-5786-Standish,"5786"
-70.4608311879,43.8380657141,Sebago Lake Basin-5786-Standish,"5786"
-69.2380079601,44.8580693805,Sebasticook Lake-2264-Newport,"2264"
-69.2329383249,45.2609636226,Sebec Lake-848-Dover-Foxcroft,"0848"
-68.5897213825,46.2044513918,Seboeis Deadwater-2172-T6 R7 WELS,"2172"
-68.8813267314,45.4524965374,Seboeis Lake-954-T4 R9 NWP,"0954"
-69.8603634014,45.9273751177,Seboomook Lake-4048-Plymouth Twp,"4048"
-69.2672139526,45.333474388,Second Buttermilk Pond-836-Bowerbank,"0836"
-67.7358818162,44.9961932261,Second Chain Lake-1234-T26 ED BPP,"1234"
-68.913372115,46.8901808183,Second Chase Pond-1540-T14 R9 WELS,"1540"
-69.1077485231,46.4157233751,Second Currier Pond-2774-T9 R11 WELS,"2774"
-69.4147477175,45.2446925352,Second Davis Pond-776-Willimantic,"0776"
-69.0362610311,45.7779807495,Second Debsconeag Lake-586-T2 R10 WELS,"0586"
-67.7917530978,45.0125114693,Second Lake-1134-T37 MD BPP,"1134"
-67.4941752487,44.8596067785,Second Lake-1268-Berry Twp,"1268"
-67.3524002462,44.8163856003,Second Lake-1374-Marion Twp,"1374"
-67.8782698477,45.0534374094,Second Machias Lake-1138-T37 MD BPP,"1138"
-67.5068679356,44.7760505932,Second Marks Lake-1276-Marshfield,"1276"
-68.906836174,46.1985802235,Second Matagamon Lake-4260-Trout Brook Twp,"4260"
-67.9741099294,44.905709557,Second Mopang Lake-1170-Devereaux Twp,"1170"
-69.1747473122,46.6320298947,Second Musquacook Lake-1916-T11 R11 WELS,"1916"
-69.1691351986,45.7164290586,Second Musquash Pond-564-T1 R11 WELS,"0564"
-68.5837206064,44.7073611589,Second Pond-441-Dedham,"0441"
-68.6254475853,44.3925364107,Second Pond-4648-Blue Hill,"4648"
-69.2947694627,45.6755657603,Second Roach Pond-452-T1 R12 WELS,"0452"
-68.5229340832,47.1198912967,Second Sly Brook Lake-1644-New Canada,"1644"
-69.9691300505,46.0154552771,Second St John Pond-2432-T4 R17 WELS,"2432"
-68.7223043786,47.1051842678,Second Wallagrass Lake-1628-Saint John Plt,"1628"
